reqId	ON	DN	ST	Rev	TrT
5111	3376	1716	187	272	10
5112	2317	2693	187	250	9
5113	3280	630	187	268	9
5114	938	7465	187	328	11
5115	3481	2672	188	352	12
5116	1605	2035	188	290	10
5117	457	1511	188	296	10
5118	3336	2819	188	272	10
5119	2379	2513	189	368	13
5120	5485	263	189	276	10
5121	2778	1610	189	283	10
5122	3439	2675	189	371	13
5123	2317	5945	189	255	9
5124	5522	247	189	293	10
5125	66	3074	189	236	8
5126	2316	1041	189	311	11
5127	752	247	189	327	11
5128	267	3293	190	406	14
5129	1927	834	190	280	10
5130	136	274	190	339	12
5131	1605	3180	190	289	10
5132	274	2508	190	300	10
5133	3480	888	190	314	11
5134	4339	2351	191	309	11
5135	774	85	191	329	11
5136	9733	2387	191	292	10
5137	5066	1768	191	307	11
5138	2533	2417	191	346	12
5139	372	1055	191	292	10
5140	224	442	192	303	11
5141	936	1737	192	321	11
5142	2872	5925	192	237	8
5143	7300	3228	192	348	12
5144	3336	428	192	283	10
5145	3530	7214	192	267	9
5146	274	7670	192	503	17
5147	2850	3207	192	319	11
5148	4824	2956	192	283	10
5149	224	1845	192	371	13
5150	10458	9328	192	292	10
5151	3541	655	193	321	11
5152	1418	2536	193	320	11
5153	5060	1172	193	250	9
5154	1686	3570	193	312	11
5155	9751	8342	193	376	13
5156	3481	3465	193	278	10
5157	2210	472	193	275	10
5158	5922	2742	194	264	9
5159	2317	2347	194	260	9
5160	1019	2455	194	368	13
5161	3524	612	194	458	16
5162	2461	1555	194	245	9
5163	279	520	194	359	12
5164	7486	1775	194	329	11
5165	928	8341	194	331	12
5166	1928	2711	194	565	19
5167	420	3339	195	323	11
5168	447	816	195	223	8
5169	3116	399	195	433	15
5170	1905	1443	195	304	11
5171	7085	3516	195	289	10
5172	1594	1668	196	363	13
5173	827	1069	196	277	10
5174	1518	4257	196	360	12
5175	3622	8382	196	337	12
5176	3483	937	196	361	13
5177	809	1248	196	488	17
5178	1068	751	197	330	11
5179	1467	8879	197	328	11
5180	1716	2958	197	240	8
5181	1967	2772	197	312	11
5182	1933	66	197	317	11
5183	7071	549	198	298	10
5184	10201	850	198	169	6
5185	6581	62	198	292	10
5186	224	3073	198	260	9
5187	9793	5066	198	303	11
5188	2620	5029	198	360	12
5189	2624	1881	198	261	9
5190	2323	2122	198	252	9
5191	2778	7096	199	263	9
5192	3480	2348	199	281	10
5193	5066	826	200	272	10
5194	2335	1428	200	292	10
5195	2212	7346	200	261	9
5196	1530	3223	200	264	9
5197	7290	5988	201	303	11
5198	7484	2635	201	325	11
5199	5067	2120	201	264	9
5200	454	3071	201	212	8
5201	365	3601	201	270	9
5202	10146	3573	201	350	12
5203	3374	438	201	267	9
5204	456	9960	202	252	9
5205	1607	664	202	235	8
5206	2847	5706	202	319	11
5207	449	3091	202	357	12
5208	5066	7085	202	291	10
5209	849	388	202	322	11
5210	6402	8643	203	255	9
5211	3022	2922	203	380	13
5212	5066	9966	203	268	9
5213	3279	7662	203	325	11
5214	3387	365	203	353	12
5215	2614	660	203	282	10
5216	10199	1346	203	331	12
5217	3516	3074	204	248	9
5218	274	2679	204	379	13
5219	2783	9107	205	370	13
5220	1069	3073	205	264	9
5221	48	7095	205	266	9
5222	2778	1190	205	299	10
5223	452	3487	205	240	8
5224	62	7529	205	331	12
5225	3275	1063	206	259	9
5226	489	2365	206	317	11
5227	3093	1321	206	332	12
5228	3365	1179	206	392	14
5229	2174	3498	207	600	20
5230	928	3706	207	332	12
5231	492	7464	207	289	10
5232	1067	3311	207	293	10
5233	10553	1815	207	367	13
5234	1335	5978	207	333	12
5235	366	449	207	364	13
5236	7110	1553	208	530	18
5237	471	355	208	252	9
5238	129	3374	208	312	11
5239	3074	2855	208	247	9
5240	474	2669	209	259	9
5241	3523	3921	209	332	12
5242	3488	1726	209	455	16
5243	46	3073	209	248	9
5244	773	6003	209	355	12
5245	1688	2791	210	363	13
5246	5922	3405	210	247	9
5247	1588	6101	210	325	11
5248	1807	353	210	291	10
5249	447	1495	210	231	8
5250	455	3073	210	222	8
5251	3116	1559	211	261	9
5252	4218	1766	211	314	11
5253	1134	5994	211	401	14
5254	1040	1275	211	310	11
5255	224	823	211	268	9
5256	364	2316	212	325	11
5257	2770	3073	212	243	9
5258	3483	5481	212	237	8
5259	2625	785	212	294	10
5260	6840	677	212	337	12
5261	385	2244	213	295	10
5262	7293	2986	213	321	11
5263	803	3120	214	283	10
5264	224	2284	214	299	10
5265	2190	541	214	290	10
5266	2698	2754	214	289	10
5267	2601	663	214	226	8
5268	289	6014	214	280	10
5269	3056	1530	215	389	13
5270	371	2394	215	293	10
5271	884	3242	215	394	14
5272	2330	5509	215	318	11
5273	622	2754	215	404	14
5274	1597	616	215	592	20
5275	727	10354	215	262	9
5276	1477	2105	216	304	11
5277	379	6991	216	293	10
5278	467	1550	216	423	15
5279	162	624	216	356	12
5280	2534	3537	216	398	14
5281	3099	1915	216	323	11
5282	656	493	217	284	10
5283	8472	3292	217	373	13
5284	812	8860	217	323	11
5285	5924	3073	217	251	9
5286	6402	2620	217	325	11
5287	7028	3157	217	321	11
5288	2982	1724	217	344	12
5289	10286	1871	218	281	10
5290	3177	2124	218	261	9
5291	2771	835	218	289	10
5292	452	885	218	282	10
5293	780	7070	218	297	10
5294	10458	1250	218	532	18
5295	3418	2139	218	325	11
5296	2771	379	218	386	13
5297	1161	5823	218	459	16
5298	2709	1272	218	262	9
5299	6402	8108	218	326	11
5300	504	3513	219	460	16
5301	10432	22	219	613	21
5302	1154	1081	219	308	11
5303	370	1229	219	305	11
5304	6012	2423	219	344	12
5305	3288	7487	220	288	10
5306	266	2083	220	364	13
5307	938	2886	220	311	11
5308	3220	2533	220	297	10
5309	5984	1585	221	295	10
5310	2644	1489	221	279	10
5311	3293	3544	221	294	10
5312	3024	395	221	380	13
5313	1736	952	221	383	13
5314	379	1083	221	293	10
5315	1032	5023	221	364	13
5316	52	2377	221	312	11
5317	1389	1288	221	299	10
5318	5993	1247	222	297	10
5319	802	6017	222	282	10
5320	2274	2748	222	459	16
5321	7408	1446	222	269	9
5322	361	1735	222	307	11
5323	838	267	223	290	10
5324	8477	370	223	340	12
5325	4665	3457	223	285	10
5326	2754	4908	223	270	9
5327	3237	2624	223	333	12
5328	267	3097	223	400	14
5329	1069	3073	223	264	9
5330	2614	8328	223	261	9
5331	1689	946	224	350	12
5332	2721	2379	224	264	9
5333	2403	3572	224	262	9
5334	4218	3116	224	304	11
5335	2136	1401	224	312	11
5336	1389	1009	224	288	10
5337	532	695	225	365	13
5338	449	2601	225	219	8
5339	1159	4257	225	291	10
5340	5507	251	225	345	12
5341	3465	4840	225	303	11
5342	1555	8889	225	322	11
5343	6540	372	225	353	12
5344	2107	3361	225	272	10
5345	1027	3080	226	271	10
5346	1604	1628	226	272	10
5347	162	3590	226	342	12
5348	2633	10098	226	303	11
5349	2089	3596	226	313	11
5350	1590	3339	226	373	13
5351	1738	1846	227	327	11
5352	2533	1928	227	463	16
5353	1467	1373	227	359	12
5354	3057	3392	227	418	14
5355	2351	4859	227	410	14
5356	2881	30	227	321	11
5357	1530	259	227	296	10
5358	3078	7655	228	339	12
5359	535	7494	228	421	15
5360	474	2287	228	201	7
5361	1477	5491	228	254	9
5362	3286	1687	228	312	11
5363	1605	1622	228	246	9
5364	1020	370	228	338	12
5365	533	1914	228	388	13
5366	1015	604	228	497	17
5367	3098	3653	228	320	11
5368	66	494	228	301	11
5369	1149	2000	228	541	19
5370	6402	8064	229	311	11
5371	2689	525	229	354	12
5372	440	3662	229	516	18
5373	838	7231	229	480	16
5374	1950	2673	229	400	14
5375	3010	3552	229	490	17
5376	292	2873	229	374	13
5377	873	2503	229	459	16
5378	46	9544	229	354	12
5379	448	1805	229	270	9
5380	1604	2458	230	375	13
5381	4220	847	230	413	14
5382	3706	2609	230	481	17
5383	2514	3706	230	316	11
5384	2680	3223	230	282	10
5385	457	1809	230	258	9
5386	1062	6386	231	324	11
5387	1134	2927	231	330	11
5388	1159	37	231	263	9
5389	808	7638	231	322	11
5390	2872	4824	231	335	12
5391	3232	2448	231	311	11
5392	524	473	231	368	13
5393	828	2062	231	329	11
5394	1559	955	231	397	14
5395	483	2679	231	293	10
5396	2529	960	232	312	11
5397	2134	9118	232	386	13
5398	3056	5984	232	417	14
5399	2734	5293	232	459	16
5400	1153	274	232	308	11
5401	266	5552	232	347	12
5402	3293	3710	232	313	11
5403	9942	1816	232	320	11
5404	1588	2473	232	420	14
5405	1479	1287	232	351	12
5406	379	257	233	354	12
5407	224	2105	233	353	12
5408	837	224	233	304	11
5409	27	1955	233	347	12
5410	1066	2955	233	244	9
5411	1915	9	233	370	13
5412	3084	65	233	299	10
5413	1413	3086	233	301	11
5414	3608	661	234	430	15
5415	419	7660	234	329	11
5416	734	1636	234	349	12
5417	3072	2754	234	266	9
5418	404	2464	234	301	11
5419	371	3176	234	370	13
5420	3149	591	234	356	12
5421	2244	3046	234	307	11
5422	247	506	234	300	10
5423	2420	6400	234	313	11
5424	7270	436	234	276	10
5425	1784	6009	234	326	11
5426	363	1689	235	321	11
5427	2522	804	235	263	9
5428	277	3000	235	463	16
5429	2778	3073	235	256	9
5430	1635	2207	235	449	15
5431	3293	2749	235	321	11
5432	2114	1603	236	306	11
5433	1596	5701	236	292	10
5434	7276	2068	236	321	11
5435	66	3256	236	648	22
5436	1774	1747	236	246	9
5437	456	508	236	345	12
5438	8106	4834	236	317	11
5439	1692	1032	236	273	10
5440	363	3169	236	274	10
5441	1886	2512	237	287	10
5442	274	3045	237	416	14
5443	1052	945	237	296	10
5444	1622	2361	237	387	13
5445	1684	9217	237	335	12
5446	2391	2676	237	285	10
5447	6402	2624	237	359	12
5448	3010	578	237	484	17
5449	3057	2665	237	304	11
5450	651	806	237	373	13
5451	2641	1339	238	273	10
5452	1908	5362	238	311	11
5453	1272	1157	239	245	9
5454	3177	3073	239	239	8
5455	10462	9788	239	365	13
5456	7482	3136	239	469	16
5457	10462	3001	239	371	13
5458	3367	1848	239	299	10
5459	2974	857	239	313	11
5460	844	1467	240	310	11
5461	2392	2873	240	337	12
5462	2698	6400	240	275	10
5463	2962	1724	240	483	17
5464	2680	23	240	334	12
5465	2481	5154	240	430	15
5466	224	1191	240	308	11
5467	2086	8885	240	538	18
5468	2352	49	240	284	10
5469	836	629	240	279	10
5470	3608	1659	241	394	14
5471	1597	9982	241	306	11
5472	69	2284	241	271	10
5473	62	371	241	385	13
5474	3480	2215	241	353	12
5475	1033	613	241	490	17
5476	1904	6010	241	307	11
5477	1604	3706	241	450	15
5478	1285	951	241	318	11
5479	3396	3178	241	259	9
5480	2974	1068	241	368	13
5481	189	579	241	241	9
5482	2214	4219	242	321	11
5483	2811	2931	242	313	11
5484	447	2610	242	268	9
5485	1081	8108	242	240	8
5486	5500	694	242	479	16
5487	2509	3706	242	335	12
5488	1607	249	242	410	14
5489	62	502	242	325	11
5490	5292	2190	242	264	9
5491	3074	2306	242	299	10
5492	3455	2139	242	327	11
5493	1066	385	242	427	15
5494	3654	5303	242	291	10
5495	2198	3580	243	311	11
5496	751	265	243	292	10
5497	2328	2050	243	362	13
5498	2609	4023	243	261	9
5499	274	926	243	310	11
5500	2089	528	243	242	9
5501	3495	62	243	216	8
5502	3389	8903	243	332	12
5503	273	363	243	304	11
5504	8477	2847	243	312	11
5505	2947	2036	243	362	13
5506	2017	1803	243	393	14
5507	1603	347	243	367	13
5508	659	9775	244	366	13
5509	1193	1688	244	253	9
5510	1171	2965	244	280	10
5511	8397	261	244	554	19
5512	659	6013	244	365	13
5513	6004	7000	245	319	11
5514	2820	2159	245	348	12
5515	1669	3070	245	334	12
5516	1170	2354	245	291	10
5517	3290	1563	245	286	10
5518	3223	8874	245	403	14
5519	792	3125	245	342	12
5520	6016	3306	245	337	12
5521	27	9506	245	310	11
5522	2213	4852	245	315	11
5523	1963	3258	245	285	10
5524	8252	2765	245	287	10
5525	1398	1073	246	366	13
5526	2670	2424	246	420	14
5527	385	1879	246	312	11
5528	8089	8887	246	287	10
5529	940	252	246	269	9
5530	1597	3480	246	231	8
5531	1585	8291	246	467	16
5532	857	2081	246	337	12
5533	7482	365	247	260	9
5534	2586	60	247	308	11
5535	3074	3463	247	546	19
5536	4032	369	247	393	14
5537	1104	1522	247	275	10
5538	2812	2784	247	312	11
5539	806	7643	247	337	12
5540	1516	2344	247	285	10
5541	3606	3106	247	357	12
5542	897	991	247	270	9
5543	8567	1377	247	381	13
5544	2630	1080	247	304	11
5545	294	1442	248	365	13
5546	1281	1761	248	218	8
5547	2109	2318	248	328	11
5548	450	2281	248	264	9
5549	2493	4839	248	485	17
5550	1961	6323	248	622	21
5551	5985	3248	248	298	10
5552	1341	2642	248	306	11
5553	910	2643	248	326	11
5554	5067	3156	249	323	11
5555	2844	3497	249	395	14
5556	472	3134	249	476	16
5557	2329	2251	249	361	13
5558	2611	6844	249	288	10
5559	2949	6846	249	308	11
5560	9796	1560	249	255	9
5561	2635	2588	249	280	10
5562	2515	2504	249	345	12
5563	2982	663	249	395	14
5564	2335	2286	250	289	10
5565	8587	104	250	411	14
5566	3526	3592	250	321	11
5567	9040	516	250	324	11
5568	2770	2420	250	305	11
5569	7469	3150	250	290	10
5570	1922	1437	251	557	19
5571	7070	464	251	306	11
5572	1403	259	251	592	20
5573	954	1823	251	303	11
5574	523	402	251	299	10
5575	17	5362	251	314	11
5576	1612	1668	251	298	10
5577	2794	2749	251	340	12
5578	3258	2189	251	301	11
5579	3394	1195	251	251	9
5580	273	2511	251	320	11
5581	2624	2560	251	335	12
5582	365	260	251	413	14
5583	1398	1118	252	320	11
5584	1613	402	252	452	16
5585	827	2713	252	270	9
5586	3210	7639	252	404	14
5587	1022	6016	252	347	12
5588	1596	5021	252	353	12
5589	355	462	252	280	10
5590	513	7005	252	291	10
5591	2706	6794	252	311	11
5592	1174	3180	253	286	10
5593	1051	3494	253	315	11
5594	3057	3073	253	243	9
5595	2164	951	253	320	11
5596	49	835	253	303	11
5597	3388	4908	253	249	9
5598	1830	1998	253	364	13
5599	5489	2855	253	271	10
5600	3509	2534	253	263	9
5601	849	2938	253	242	9
5602	2646	909	254	352	12
5603	453	938	254	379	13
5604	7481	2032	254	337	12
5605	6849	8452	254	275	10
5606	6601	1667	254	330	11
5607	2384	3392	254	349	12
5608	3104	1743	254	398	14
5609	1750	945	255	298	10
5610	353	1015	255	295	10
5611	3231	3352	255	312	11
5612	3238	5529	255	366	13
5613	3504	1624	255	324	11
5614	573	1761	255	334	12
5615	1688	2215	255	335	12
5616	769	71	255	350	12
5617	677	625	255	292	10
5618	528	2400	255	382	13
5619	1869	2644	255	318	11
5620	902	944	256	272	10
5621	9770	262	256	372	13
5622	5067	2508	256	314	11
5623	2950	1412	256	395	14
5624	1585	2931	256	307	11
5625	946	2243	256	260	9
5626	508	1720	256	354	12
5627	1961	937	256	283	10
5628	1809	6794	256	306	11
5629	1965	1415	256	363	13
5630	2848	6918	257	383	13
5631	1954	1907	257	321	11
5632	2528	3464	257	349	12
5633	2630	5785	257	266	9
5634	2924	1935	257	287	10
5635	2352	2754	257	304	11
5636	5524	1284	257	273	10
5637	409	3131	258	320	11
5638	3620	3056	258	313	11
5639	224	838	258	314	11
5640	407	522	258	251	9
5641	2068	401	258	387	13
5642	2243	2532	258	308	11
5643	2914	8863	258	330	11
5644	7390	1152	258	314	11
5645	7008	1035	258	249	9
5646	1572	247	259	341	12
5647	1407	932	259	298	10
5648	7096	4836	259	322	11
5649	1685	2462	259	398	14
5650	1771	2542	259	284	10
5651	927	1919	259	323	11
5652	5529	2204	259	312	11
5653	29	3143	259	343	12
5654	2582	2511	259	276	10
5655	434	3255	260	400	14
5656	3213	373	260	308	11
5657	3418	847	260	335	12
5658	436	1894	260	232	8
5659	6402	765	260	369	13
5660	2619	590	260	405	14
5661	2641	920	260	394	14
5662	735	531	260	276	10
5663	709	9474	260	312	11
5664	4730	10201	261	370	13
5665	1683	5490	261	276	10
5666	2589	9	261	336	12
5667	1886	387	261	294	10
5668	1339	3713	261	451	16
5669	5988	2882	261	326	11
5670	2515	257	261	310	11
5671	2215	2770	261	344	12
5672	2120	2713	261	293	10
5673	3520	607	261	499	17
5674	1605	399	261	456	16
5675	2348	2713	261	299	10
5676	3077	8267	261	280	10
5677	1771	3135	262	294	10
5678	5249	7660	262	323	11
5679	1054	2783	262	310	11
5680	3146	2625	262	316	11
5681	5436	1387	262	358	12
5682	3080	395	263	431	15
5683	5712	297	263	205	7
5684	953	1466	263	247	9
5685	2859	1774	263	286	10
5686	1886	3391	263	315	11
5687	2417	3256	263	532	18
5688	2391	3047	263	351	12
5689	3512	1626	263	316	11
5690	3015	2426	263	282	10
5691	2117	2748	263	343	12
5692	481	5983	263	247	9
5693	791	1208	263	395	14
5694	1879	8420	264	253	9
5695	791	1573	264	312	11
5696	2668	1198	264	465	16
5697	2326	258	264	527	18
5698	7378	99	265	377	13
5699	1300	8622	265	527	18
5700	5940	5922	265	278	10
5701	500	1850	265	485	17
5702	2390	8870	265	425	15
5703	2186	1915	265	247	9
5704	836	2295	266	343	12
5705	963	935	266	282	10
5706	2333	2708	266	285	10
5707	7695	2352	266	270	9
5708	2510	565	266	248	9
5709	2190	36	266	302	11
5710	139	1273	266	360	12
5711	3418	307	267	444	15
5712	659	2301	267	458	16
5713	1877	3494	267	312	11
5714	10202	59	267	273	10
5715	2274	3530	267	249	9
5716	806	1545	267	311	11
5717	1002	3315	267	371	13
5718	7087	1667	267	330	11
5719	648	5492	268	311	11
5720	1587	1621	268	320	11
5721	380	3556	268	355	12
5722	710	2931	268	320	11
5723	2482	2975	268	363	13
5724	7483	262	268	626	21
5725	2189	8860	268	315	11
5726	1597	2644	268	309	11
5727	2661	5029	268	503	17
5728	649	2594	268	364	13
5729	377	611	268	430	15
5730	372	1317	269	296	10
5731	2820	591	269	452	16
5732	3267	11	269	300	10
5733	2190	2754	269	248	9
5734	1387	2674	269	291	10
5735	403	2094	269	345	12
5736	7293	6017	269	335	12
5737	2328	4824	270	336	12
5738	7092	3518	270	429	15
5739	1522	2395	270	329	11
5740	1417	953	270	271	10
5741	2630	5956	270	414	14
5742	1549	293	270	373	13
5743	1607	10028	270	260	9
5744	1388	2511	270	272	10
5745	723	747	270	266	9
5746	2680	260	270	286	10
5747	3271	244	271	451	16
5748	2015	2795	271	337	12
5749	2014	6845	271	422	15
5750	13	2898	271	423	15
5751	788	2253	271	407	14
5752	1779	1233	271	270	9
5753	2014	2702	271	540	18
5754	2317	1963	271	220	8
5755	1609	695	271	562	19
5756	2771	7263	271	684	23
5757	1789	4841	271	424	15
5758	3311	3634	272	278	10
5759	2190	1639	272	331	12
5760	836	2335	272	284	10
5761	6991	6064	272	332	12
5762	1686	3706	272	625	21
5763	65	928	272	329	11
5764	5990	2905	272	329	11
5765	1876	2627	272	300	10
5766	3417	3595	272	336	12
5767	3376	4843	272	347	12
5768	873	605	272	510	17
5769	1109	2630	272	316	11
5770	2828	2692	273	462	16
5771	657	12	273	424	15
5772	1611	1380	273	294	10
5773	7484	2672	273	276	10
5774	839	2687	273	449	15
5775	6009	338	273	354	12
5776	7808	1499	273	459	16
5777	9040	1667	273	481	17
5778	1475	8857	273	423	15
5779	1105	2185	273	305	11
5780	3273	2377	274	254	9
5781	2205	3339	274	427	15
5782	10098	2635	274	314	11
5783	1067	2507	274	357	12
5784	52	264	274	305	11
5785	3025	1950	274	252	9
5786	849	6016	274	345	12
5787	449	4908	274	232	8
5788	303	37	274	330	11
5789	1688	2783	274	373	13
5790	1831	2530	274	373	13
5791	3238	381	274	383	13
5792	2784	2584	275	298	10
5793	2390	941	275	273	10
5794	2134	3141	275	347	12
5795	1712	2729	275	433	15
5796	3825	1625	275	340	12
5797	66	2510	275	347	12
5798	8439	2237	275	421	15
5799	8101	2258	275	298	10
5800	1615	1672	275	281	10
5801	2826	609	275	502	17
5802	856	262	275	675	23
5803	521	486	276	324	11
5804	2157	2990	276	296	10
5805	2518	3558	276	266	9
5806	1613	2456	276	327	11
5807	8882	1823	276	382	13
5808	7695	3073	277	246	9
5809	1908	258	277	321	11
5810	3605	7386	277	291	10
5811	5992	2901	277	380	13
5812	1914	5998	277	272	10
5813	5940	609	277	523	18
5814	538	3538	277	404	14
5815	51	3947	277	317	11
5816	1610	4833	277	288	10
5817	7412	5815	277	361	13
5818	838	120	278	253	9
5819	1159	1344	278	269	9
5820	3160	6891	278	237	8
5821	2744	2426	278	331	12
5822	5067	2213	278	352	12
5823	3024	562	278	312	11
5824	36	6527	278	330	11
5825	1385	2640	279	312	11
5826	1479	2823	279	258	9
5827	5292	1595	279	263	9
5828	3073	4336	279	269	9
5829	1904	15	279	320	11
5830	454	581	279	641	22
5831	3171	2233	279	540	18
5832	408	396	279	518	18
5833	3266	1624	279	340	12
5834	9314	1544	279	316	11
5835	2184	3433	279	423	15
5836	1081	3286	280	265	9
5837	7480	8878	280	463	16
5838	2089	2196	280	318	11
5839	2588	1391	280	292	10
5840	652	3076	281	304	11
5841	372	1950	281	379	13
5842	2870	1629	281	326	11
5843	578	960	281	501	17
5844	1021	2213	281	318	11
5845	10464	2563	281	508	17
5846	1079	3471	282	494	17
5847	2184	581	282	332	12
5848	2744	69	282	241	9
5849	2744	394	282	466	16
5850	3547	2550	283	355	12
5851	1272	2794	283	373	13
5852	550	1053	283	451	16
5853	1718	8067	283	308	11
5854	2676	2391	283	315	11
5855	8108	1448	283	322	11
5856	1596	3176	283	217	8
5857	2089	1221	284	365	13
5858	7490	8882	284	453	16
5859	1477	369	284	342	12
5860	1610	570	284	359	12
5861	3543	1873	284	336	12
5862	1926	1027	284	296	10
5863	1432	2448	284	252	9
5864	2612	1295	284	259	9
5865	2866	3000	284	337	12
5866	2482	1398	284	405	14
5867	799	1801	284	321	11
5868	449	937	284	379	13
5869	1605	562	285	349	12
5870	3159	3439	285	271	10
5871	3062	1535	285	322	11
5872	388	1919	285	346	12
5873	2401	4839	285	502	17
5874	961	3642	285	320	11
5875	1716	1396	285	404	14
5876	3034	5479	285	360	12
5877	1181	2594	285	323	11
5878	3214	2975	285	262	9
5879	428	7640	286	305	11
5880	385	7468	286	303	11
5881	3569	7228	286	434	15
5882	950	1706	286	305	11
5883	846	3348	286	346	12
5884	10169	2037	286	348	12
5885	6402	5984	287	475	16
5886	1831	1639	287	440	15
5887	1705	5544	287	403	14
5888	761	8287	287	548	19
5889	825	1649	287	343	12
5890	539	1821	287	329	11
5891	1881	2519	287	362	13
5892	638	590	287	530	18
5893	7386	8627	287	302	11
5894	1923	2056	0	381	13
5895	3308	6000	0	338	12
5896	2117	1916	0	304	11
5897	1596	2339	0	372	13
5898	1774	4246	0	273	10
5899	509	7354	0	340	12
5900	2809	1440	0	354	12
5901	2699	4850	1	348	12
5902	2392	5984	1	338	12
5903	998	2677	1	300	10
5904	2533	1097	1	453	16
5905	1609	3179	1	276	10
5906	2143	3382	2	382	13
5907	1589	10007	2	356	12
5908	1287	6848	2	376	13
5909	773	551	2	500	17
5910	1403	6001	2	333	12
5911	2965	2754	2	310	11
5912	2392	2641	2	297	10
5913	1892	1467	2	279	10
5914	656	978	2	741	25
5915	1780	665	2	326	11
5916	433	1630	3	249	9
5917	3039	2963	3	273	10
5918	2974	1094	3	295	10
5919	5938	3041	3	270	9
5920	438	1186	3	493	17
5921	3270	2536	3	327	11
5922	3577	4837	3	303	11
5923	3606	1440	3	339	12
5924	9403	2453	3	310	11
5925	8414	1928	3	279	10
5926	3223	2841	4	350	12
5927	366	4859	4	355	12
5928	3193	4783	4	313	11
5929	2617	1027	4	292	10
5930	1170	3494	4	399	14
5931	907	937	4	266	9
5932	3482	3136	4	544	19
5933	3208	4841	4	501	17
5934	629	5495	5	301	11
5935	1596	2199	5	347	12
5936	948	2590	5	342	12
5937	5996	3706	5	295	10
5938	1079	695	5	724	25
5939	7610	2932	5	326	11
5940	1050	2940	6	356	12
5941	3541	1258	6	579	20
5942	1612	2473	6	316	11
5943	2872	1427	6	441	15
5944	7007	945	6	313	11
5945	1618	2292	7	308	11
5946	565	2720	7	398	14
5947	383	2242	7	298	10
5948	762	1531	7	340	12
5949	3232	3192	7	320	11
5950	2324	1807	8	255	9
5951	3445	3022	8	273	10
5952	5981	400	8	398	14
5953	1992	3655	8	323	11
5954	273	1043	8	305	11
5955	40	1411	8	447	15
5956	1421	1633	8	353	12
5957	4908	629	9	241	9
5958	1828	2931	9	336	12
5959	7008	2984	9	311	11
5960	1617	63	9	272	10
5961	3223	2548	9	423	15
5962	1484	569	9	240	8
5963	3590	4783	10	273	10
5964	1597	3260	10	317	11
5965	531	2587	10	382	13
5966	325	248	10	456	16
5967	1403	3594	10	306	11
5968	2952	262	11	526	18
5969	3232	8467	11	429	15
5970	639	3400	11	299	10
5971	7277	8391	11	253	9
5972	1604	1234	11	393	14
5973	49	27	11	401	14
5974	815	2774	11	307	11
5975	2718	2702	12	392	14
5976	791	2646	12	395	14
5977	819	309	12	305	11
5978	817	593	13	480	16
5979	7471	59	13	310	11
5980	2887	2139	13	320	11
5981	1174	1411	13	334	12
5982	8302	3433	13	394	14
5983	863	1650	13	403	14
5984	1405	58	13	321	11
5985	2812	3290	13	285	10
5986	2858	3424	14	459	16
5987	1588	308	14	371	13
5988	1747	3295	14	363	13
5989	1906	1533	14	311	11
5990	6999	5995	14	313	11
5991	2279	3373	14	265	9
5992	1760	7674	15	415	14
5993	2281	3557	15	458	16
5994	3266	2839	15	337	12
5995	9796	7674	16	288	10
5996	5995	976	16	391	14
5997	2334	2628	16	361	13
5998	5985	3540	16	360	12
5999	1594	550	16	357	12
6000	2492	1305	16	338	12
6001	1712	3094	17	295	10
6002	3278	1023	17	249	9
6003	1609	1423	17	339	12
6004	6958	1372	18	402	14
6005	1607	4856	18	375	13
6006	7005	15	18	360	12
6007	2240	5436	18	327	11
6008	7009	5978	19	319	11
6009	3281	588	19	425	15
6010	964	587	19	576	20
6011	6993	5988	20	290	10
6012	330	1795	21	310	11
6013	3016	4847	21	315	11
6014	2613	5388	21	433	15
6015	482	2094	22	372	13
6016	1109	7842	22	363	13
6017	3266	2728	22	331	12
6018	820	4840	22	354	12
6019	888	7673	22	291	10
6020	3012	5109	22	448	15
6021	1612	1723	22	454	16
6022	1612	253	23	408	14
6023	3345	4848	23	403	14
6024	2588	17	23	270	9
6025	1923	2544	23	325	11
6026	3457	2646	23	380	13
6027	8476	10157	23	388	13
6028	1603	4840	23	341	12
6029	1742	1276	24	349	12
6030	2170	622	24	282	10
6031	224	1310	24	478	16
6032	3042	4845	25	374	13
6033	3186	2536	25	344	12
6034	940	3458	25	366	13
6035	1751	947	25	307	11
6036	4530	2485	25	349	12
6037	2352	8277	25	430	15
6038	837	342	26	505	17
6039	7107	2838	26	273	10
6040	874	589	26	425	15
6041	2612	1415	26	360	12
6042	378	1080	26	288	10
6043	9430	1272	26	289	10
6044	1562	6014	27	369	13
6045	8414	1647	27	297	10
6046	3208	4841	28	501	17
6047	2392	10027	28	391	14
6048	1750	189	28	333	12
6049	2601	2050	28	332	12
6050	2390	10027	28	374	13
6051	2744	259	28	487	17
6052	3205	3196	29	644	22
6053	1388	1480	29	321	11
6054	3614	5785	29	424	15
6055	454	3193	29	402	14
6056	2588	250	29	549	19
6057	1562	3655	29	390	13
6058	454	1638	29	523	18
6059	1159	1224	29	327	11
6060	3500	3353	30	315	11
6061	453	7378	30	287	10
6062	2858	3116	30	295	10
6063	3173	6841	30	397	14
6064	8095	2919	30	429	15
6065	2771	2930	30	384	13
6066	67	6001	31	424	15
6067	542	1963	31	319	11
6068	2169	2634	32	307	11
6069	2894	3241	32	583	20
6070	3612	245	32	482	17
6071	2513	2920	33	347	12
6072	2829	610	33	489	17
